,name,type,category,price,datakey,url
2414,Giáo án KHTN - Hóa Học 7 - CÁNH DIỀU (Bản word cả năm).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,99000,11997,https://drive.google.com/file/d/1WphXcw_Ytq2yr8VreVXLQDSGzVkHKhgC/view?usp=drive_link
2415,Giáo án KHTN - Sinh Học 7 - CÁNH DIỀU (Bản word cả năm).docx,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,99000,11996,https://drive.google.com/file/d/1JiJ9yfZv9_LfN_fD10gM6Cn9acBcsbpA/view?usp=drive_link
2416,Giáo án KHTN - Vật Lý 7 - CÁNH DIỀU (Bản word cả năm).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,99000,11995,https://drive.google.com/file/d/1tDi7kXo50f3LHiJK4MTDyR5eMW3ZQNM2/view?usp=drive_link
2417,Đề kiểm tra HKI năm 2019-2020 Vật Lí 7 - THCS Vân Hội - Phòng GD_ĐT Trấn Yên - Yên Bái (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,1168,https://drive.google.com/file/d/1dm4XZasSGCQ41DkGQ70cuOicCykxxZ5n/view?usp=sharing
2418,Đề kiểm tra HKI năm 2019-2020 Vật Lí 7 - THCS Tân Hưng - Phòng GD_ĐT Thành phố Cái Bè (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,1167,https://drive.google.com/file/d/15QcGZ-yS7tQBqzfFmWbvob_J3lRzfMFz/view?usp=sharing
2419,Đề kiểm tra HKI năm 2019-2020 Vật Lí 7 - THCS Sơn Định - Phòng GD_ĐT Sơn Hòa - Phú Yên (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,1165,https://drive.google.com/file/d/18paoINMOAi4suzAWy-gqFa7NgPkFcbBo/view?usp=sharing
2420,Đề kiểm tra HKI năm 2019-2020 Vật Lí 7 - THCS PTDTNT Duyên Hải - Phòng GD_ĐT Duyên Hải - Trà Vinh (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,1164,https://drive.google.com/file/d/1j93scctq4wFJj2LN2cqiT2eFlyiznk-p/view?usp=sharing
2421,Đề kiểm tra HKI năm 2019-2020 Vật Lí 7 - THCS Phú Thị - Phòng GD_ĐT Gia Lâm - Hà Nội (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,1163,https://drive.google.com/file/d/1KVJFxcPS7QsmnvSby2HahuWhTrQDZG_X/view?usp=sharing
2422,Đề kiểm tra HKI năm 2019-2020 Vật Lí 7 - THCS Ngũ Đoan - Phòng GD_ĐT Kiến Thụy - Hải Phòng (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,1162,https://drive.google.com/file/d/1QxwPZ0ovee0ADSpFJFIjSB8l7-okaI8r/view?usp=sharing
2423,Đề kiểm tra HKI năm 2019-2020 Vật Lí 7 - THCS Mỹ Thái - Phòng GD_ĐT Hòn Đất (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,1161,https://drive.google.com/file/d/1Ks5_fSQ99YIzpCoBWh1tAxQ3Z-XpLZEO/view?usp=sharing
2424,Đề kiểm tra HKI năm 2019-2020 Vật Lí 7 - THCS Mỹ Hoà - Phòng GD_ĐT Bình Minh (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,1160,https://drive.google.com/file/d/1hO98-lzodn63cuCHOPqwTziCCWv-2EMK/view?usp=sharing
2425,Đề kiểm tra HKI năm 2019-2020 Vật Lí 7 - THCS Lê Quý Đôn (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,1159,https://drive.google.com/file/d/1s01X6rMpmJFs_i6J-qJvmf9XeFAfRADa/view?usp=sharing
2426,Đề kiểm tra HKI năm 2019-2020 Vật Lí 7 - THCS Đoàn Thị Điểm - Nam Từ Liêm - Hà Nội (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,1158,https://drive.google.com/file/d/13NvAWV-OnpzrkHpgjsfAFYWZKWH-5lab/view?usp=sharing
2427,Đề kiểm tra HKI năm 2019-2020 Vật Lí 7 - THCS Đình Xuyên - Phòng GD_ĐT Gia Lâm - Hà NộI (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,1157,https://drive.google.com/file/d/1zTYzIMwkga5z_4hqlIjGUBeI4PesXijF/view?usp=sharing
2428,Đề kiểm tra HKI năm 2019-2020 Vật Lí 7 - THCS Đắk Long - Phòng GD_ĐT KonLông (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,1156,https://drive.google.com/file/d/1dQlUZyZ9E-oJYssP5InYYoIv4veLX7BT/view?usp=sharing
2429,Đề kiểm tra HKI năm 2019-2020 Vật Lí 7 - THCS Chiềng Ơn - Phòng GD_ĐT Quỳnh Nhai - Sơn La (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,1155,https://drive.google.com/file/d/1aTT4hn_N2PqjGT7i_12AJrRGiMnNQj0y/view?usp=sharing
2430,Đề kiểm tra HKI năm 2019-2020 Vật Lí 7 - Phòng GD_ĐT Quận 6 (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,1154,https://drive.google.com/file/d/1-NOKCzuvi57z5ZcXenNggyX_G4PFQngR/view?usp=sharing
2431,Đề kiểm tra HKI năm 2019-2020 Vật Lí 7 - Phòng GD_ĐT huyện Sơn Dương (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,1153,https://drive.google.com/file/d/1mm-WidZoxVbwkc5w2K-PGXXvfX_lA9kz/view?usp=sharing
2432,Đề kiểm tra HKI năm 2019-2020 Vật Lí 7 - Phòng GD_ĐT Hải Lăng - Quảng Trị (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,1152,https://drive.google.com/file/d/1smGn25EC6_Ow-SqGAMAXFLdBe2DU2d_M/view?usp=sharing
2433,[Giáo án] - Giáo án điện tử Vật Lý 7 (PowerPoint).zip,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,99000,1133,https://drive.google.com/drive/folders/1iHhI8yrs-FtlpJq97jEZH1gVanqH8wrY?usp=sharing
2434,Giáo án Vật Lý 7 theo CV 5512.doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,99000,1132,https://drive.google.com/drive/folders/1o3IfvhletFBUhkDYhdULiCPhu-ElD8WU?usp=sharing
2435,[Giáo án] - Giáo án tinh giản 3280 môn Vật Lý 7.zip,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,50000,1131,https://drive.google.com/drive/folders/1kBEyrYHvxVgv_g9qQa7tD4Ie83QvUxmQ?usp=sharing
2436,[Giáo án] - Giáo án Vật Lý 7 theo phương pháp mới (ĐGNL).zip,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,30000,1130,https://drive.google.com/drive/folders/1sA2uQD8KglmG8Qt9ek_7alb-piNSPJW8?usp=sharing
2437,[Giáo án] - Giáo án Vật Lý lớp 7 chuẩn cả năm (Word).docx,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,30000,1129,https://drive.google.com/file/d/1P0FQmEgWDkFkI7gq5b0oB9p4b5IcduXG/view?usp=sharing
2438,[Chuyên đề] - CĐ LÝ 7 - Soạn bởi nhóm giáo viên chuyên Sư Phạm.zip,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,199000,1122,https://drive.google.com/drive/folders/11tY1YtBU-Qnxe5LwVIG6BgAtUWMr_Y88?usp=sharing
2439,Đề thi HK1 năm 2019-2020 môn Sinh lớp 7 trường THCS Trịnh Hoài Đức - Đồng Nai (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,783,https://drive.google.com/file/d/1yMG1pm5Xg6owgs2LfW3yD0ir612hKbw-/view?usp=sharing
2440,Đề thi HK1 năm 2019-2020 môn Sinh lớp 7 trường THCS Thuận Hưng - Tiền Giang (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,782,https://drive.google.com/file/d/1I8ShWoXFgzsP7TTW9TcydeNmv_6UnkJj/view?usp=sharing
2441,Đề thi HK1 năm 2019-2020 môn Sinh lớp 7 trường THCS Thành Nhất - Buôn Mê Thuột (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,781,https://drive.google.com/file/d/1XFBsxvmQ4E-BYOpcHjYS-1YRpW6V45kZ/view?usp=sharing
2442,Đề thi HK1 năm 2019-2020 môn Sinh lớp 7 trường THCS Thái Thành - Thái Bình (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,780,https://drive.google.com/file/d/1yER5GyX905eOoqztmc7EASuMoFPZ2KZz/view?usp=sharing
2443,Đề thi HK1 năm 2019-2020 môn Sinh lớp 7 trường THCS Tân Minh - Phú Thọ (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,779,https://drive.google.com/file/d/1tf0YlNRE70v6EUL-ybSVd0Ck6kYX8rVN/view?usp=sharing
2444,Đề thi HK1 năm 2019-2020 môn Sinh lớp 7 trường THCS Quế Long - Quảng Nam (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,778,https://drive.google.com/file/d/13ZezocCPXx82WfSLchm91oCYZRkhqB0d/view?usp=sharing
2445,Đề thi HK1 năm 2019-2020 môn Sinh lớp 7 trường THCS Ngũ Đoan - Thái Bình (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,777,https://drive.google.com/file/d/1tv-x5QxfEDLV5QF_lsNY9gfEHWJQdfWp/view?usp=sharing
2446,Đề thi HK1 năm 2019-2020 môn Sinh lớp 7 trường THCS Lê Lợi - Bắc Giang (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,776,https://drive.google.com/file/d/1h3h_HEiQhhJ77f5XGW0ZW__-KKkDIAs8/view?usp=sharing
2447,Đề thi HK1 năm 2019-2020 môn Sinh lớp 7 trường THCS Kiến Giang - Quảng Bình (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,775,https://drive.google.com/file/d/1bpKfFtpw_UpVSXw_RojRQkHxH-XByO7w/view?usp=sharing
2448,Đề thi HK1 năm 2019-2020 môn Sinh lớp 7 trường THCS Hiền Ninh - Hà Nội (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,774,https://drive.google.com/file/d/1_mHr46VodSifoNEfK2Y-m_aQbrZM6wFK/view?usp=sharing
2449,Đề thi HK1 năm 2019-2020 môn Sinh lớp 7 trường THCS Đông Xuân - Hà Nội (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,773,https://drive.google.com/file/d/1mnDQtv2tA_bmnL_blTrc_8FqVGttKZW5/view?usp=sharing
2450,Đề thi HK1 năm 2019-2020 môn Sinh lớp 7 trường THCS Ba Tơ - Quảng Ngãi (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,772,https://drive.google.com/file/d/1xGTW9mONShhMBgCTAeCdYchV54XldlCI/view?usp=sharing
2451,Đề thi HK1 năm 2019-2020 môn Sinh lớp 7 trường THCS - THPT Việt Mỹ - BR VT (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,771,https://drive.google.com/file/d/1Zvj33zS9aHl1UAaLQ4vjcN3EVSOMRcUh/view?usp=sharing
2452,Đề thi HK1 năm 2019-2020 môn Sinh lớp 7 phòng GD_ĐT Tam Đảo (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,2000,770,https://drive.google.com/file/d/1Z_QhR_YHhn-_hi_MakO-C4SiJ-2hh2id/view?usp=sharing
2453,[Giáo án] - Giáo án điện tử Sinh Học 7 (PowerPoint).zip,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,99000,769,https://drive.google.com/drive/folders/1THqGoVtut-4WvtnZwHOTOeaAT523ZZgb?usp=sharing
2455,[Giáo án] - Giáo án tinh giản 3280 môn Sinh Học 7.zip,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,50000,767,https://drive.google.com/drive/folders/1rvEymzbLKsToyPvZQlOdAhreMuxOYqqo?usp=sharing
2456,[Giáo án] - Giáo án theo PHƯƠNG PHÁP MỚI Sinh Học lớp 7 (Word).docx,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,30000,766,https://drive.google.com/file/d/1dA9NCjAaq6ualAW76LssR5OcCx9xgAEu/view?usp=sharing
2457,[Giáo án] - Giáo án Sinh Học lớp 7 chuẩn cả năm (Word).doc,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,30000,765,https://drive.google.com/file/d/1oDwtUjvmmZXAdLTYzdzD6tWA0ZStGC-k/view?usp=sharing
2458,[Chuyên đề] - CĐ SINH 7 - Soạn bởi nhóm giáo viên chuyên Sư Phạm.zip,khoa-hoc-tu-nhien-7,khoa-hoc-tu-nhien,199000,764,https://drive.google.com/drive/folders/1tWu3YkXtovB93fv1p14Wr5smNLzpTgtj?usp=sharing
2459,CHUYÊN ĐỀ BÀI TẬP - KHTN 6 - PHẦN HÓA HỌC - Cả năm (Dùng chung 3 sách dạy chính dạy thêm),khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,399000,20111,https://drive.google.com/drive/u/0/folders/1hjU6ZSWNh29Vsf54ZdE5pCpOd-7H9Q57
2460,"Giáo án Power Point KHTN lớp 6 cả năm - Hóa, Lý, Sinh (KẾT NỐI TRI THỨC)",khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,399000,11587,https://drive.google.com/drive/u/0/folders/1Vew2vaQmT_hroiMnH4v2UUqYtOrXFNPn
2461,"Giáo án Power Point KHTN lớp 6 cả năm - Hóa, Lý, Sinh (CHÂN TRỜI SÁNG TẠO)",khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,399000,11586,https://drive.google.com/drive/folders/1dPVY5ZyvgQ5fEame1ojjCei5cLfarnzu
2462,"Giáo án Power Point KHTN lớp 6 cả năm - Hóa, Lý, Sinh (CÁNH DIỀU)",khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,399000,11544,https://drive.google.com/drive/u/0/folders/1JkT7B0fjqZ1Z4FfWsxwL_DUXguUtoDUq
2463,Giáo án KHTN - Hóa Học 6 - KẾT NỐI TRI THỨC (Bản word cả năm).docx,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,199000,11530,https://drive.google.com/file/d/1x6qllmecPbfvHfX2a2kReiPKTbKuvjHt/view?usp=drive_link
2464,Giáo án KHTN - Sinh Học 6 - KẾT NỐI TRI THỨC (Bản word cả năm).docx,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,199000,11529,https://drive.google.com/file/d/11txxf43BH2XxSQImsBtfcutulVaJNcP2/view?usp=drive_link
2465,Giáo án KHTN - Vật Lý 6 - KẾT NỐI TRI THỨC (Bản word cả năm).docx,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,199000,11528,https://drive.google.com/file/d/1f0yMbsw6s2CytUtkak1_nWoa2qLNaCSu/view?usp=drive_link
2466,Giáo án KHTN - Hóa Học 6 - CÁNH DIỀU (Bản word cả năm).docx,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,199000,11526,https://drive.google.com/file/d/1ckSVvIQ2CX0f02jKrLfk_MaDtod3G86u/view?usp=drive_link
2467,Giáo án KHTN - Sinh Học 6 - CÁNH DIỀU (Bản word cả năm).docx,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,199000,11525,https://drive.google.com/file/d/1RgABZVzc5HiBG5kknJgx6-4XAs-5zzOm/view?usp=drive_link
2468,Giáo án KHTN - Vật Lý 6 - CÁNH DIỀU (Bản word cả năm).docx,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,199000,11524,https://drive.google.com/file/d/1Xar81Feo0TWH6fOWxAiMbN1eCKOziOQL/view?usp=drive_link
2469,Giáo án KHTN - Hóa Học 6 - CHÂN TRỜI SÁNG TẠO (Bản word cả năm).docx,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,199000,11522,https://drive.google.com/file/d/1ZG-SvJ96RvlfXO9_SX6MLLFs6OfDtTqi/view?usp=drive_link
2470,Giáo án KHTN - Sinh Học 6 - CHÂN TRỜI SÁNG TẠO (Bản word cả năm).docx,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,199000,11521,https://drive.google.com/file/d/1OkViGAuQVVOpmkX07gOadsw7ITphH9Bw/view?usp=drive_link
2471,Giáo án KHTN - Vật Lý 6 - CHÂN TRỜI SÁNG TẠO (Bản word cả năm).docx,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,199000,11520,https://drive.google.com/file/d/1fzTJWD_MJHEYGyRRKU0aXOqlPBbjgL5B/view?usp=drive_link
2473,Phân phối chương trình Khoa học tự nhiên 6 kết nối tri thức.docx,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,0,11527,https://drive.google.com/file/d/1H0-plvL8BQefjm-DRJvLxb8gAoow_dF_/view?usp=drive_link
2474,Phân phối chương trình Khoa học tự nhiên 6 cánh diều.docx,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,0,11523,https://drive.google.com/file/d/1EVvI1UJtZgIVzer2i6dfoRDnCfcMN5cj/view?usp=drive_link
2475,Phân phối chương trình Khoa học tự nhiên 6 chân trời sáng tạo.doc,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,0,11519,https://drive.google.com/file/d/1FHOYq2MXSNqfzRT5QLGMClLCTszJSbER/view?usp=drive_link
2476,Đề kiểm tra học kì I năm 2019-2020 Vật Lí 6 - THCS Vân Hội - Phòng GD_ĐT Trấn Yên (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,2000,1151,https://drive.google.com/file/d/1ps4XHPAGPSsrmn_7dARXEmyx_yDcZf64/view?usp=sharing
2477,Đề kiểm tra học kì I năm 2019-2020 Vật Lí 6 - THCS Thanh Kỳ - Phòng GD_ĐT Như Thanh - Thanh Hóa (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,2000,1150,https://drive.google.com/file/d/1-uH-je1dwl70YpcHRijx4D1yWyrXjU32/view?usp=sharing
2478,Đề kiểm tra học kì I năm 2019-2020 Vật Lí 6 - THCS Tân Trung - Phòng GD_ĐT Phú Tân - Cà Mau (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,2000,1149,https://drive.google.com/file/d/1MX_rBMD6MTRfiNEnJc0zYILXuBMlAsbl/view?usp=sharing
2479,Đề kiểm tra học kì I năm 2019-2020 Vật Lí 6 - THCS Tân Thạnh - Phòng GD_ĐT Long Phú (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,2000,1148,https://drive.google.com/file/d/1IwZdkFrcn6r8giMc0Vlb6MqbK5oIO_48/view?usp=sharing
2480,Đề kiểm tra học kì I năm 2019-2020 Vật Lí 6 - THCS Ngũ Doan - Phòng GD_ĐT Kiến Thụy - Hải Phòng (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,2000,1147,https://drive.google.com/file/d/1lFntnjngm21WoEqLRQSLHjPs6BP8iuvI/view?usp=sharing
2481,Đề kiểm tra học kì I năm 2019-2020 Vật Lí 6 - THCS Ngô Văn Sở (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,2000,1146,https://drive.google.com/file/d/1xyLISqHsE8xDJgs8c2gWfsMH-dLT1Aja/view?usp=sharing
2482,Đề kiểm tra học kì I năm 2019-2020 Vật Lí 6 - THCS Mỹ Thái - Phòng GD_ĐT Hòn Đất (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,2000,1145,https://drive.google.com/file/d/1j7SWm_FCW8C02VV79ldk67Wat6funIG3/view?usp=sharing
2483,Đề kiểm tra học kì I năm 2019-2020 Vật Lí 6 - THCS Mỹ Hòa - Phòng GD_ĐT Bình Minh - Vĩnh Long (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,2000,1144,https://drive.google.com/file/d/1zizHmmsQlnefyPs4gtrMxWOVctCmhzfD/view?usp=sharing
2484,Đề kiểm tra học kì I năm 2019-2020 Vật Lí 6 - THCS Lý Tự Trọng (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,2000,1143,https://drive.google.com/file/d/1NOHFcTp1rWzOZQIkuWN_YQKnkwnIvvlW/view?usp=sharing
2485,Đề kiểm tra học kì I năm 2019-2020 Vật Lí 6 - THCS Lê Quý Đôn (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,2000,1142,https://drive.google.com/file/d/1n2GAdhHwHiTRFayFPNYamXJ7Rjn1iYYb/view?usp=sharing
2486,Đề kiểm tra học kì I năm 2019-2020 Vật Lí 6 - THCS Lê Lợi - Phòng GD_ĐT Hà Đông - Hà Nội (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,2000,1141,https://drive.google.com/file/d/12g2fmre-D7nRiY8J-SEqHhFU9ubqzyi0/view?usp=sharing
2487,Đề kiểm tra học kì I năm 2019-2020 Vật Lí 6 - Phòng GD_ĐT Vĩnh Tường - Vĩnh Phúc (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,2000,1140,https://drive.google.com/file/d/1JXzraTCMwEeOXr2n5wQapnWlbVHVh3XY/view?usp=sharing
2488,Đề kiểm tra học kì I năm 2019-2020 Vật Lí 6 - Phòng GD_ĐT Hải Lăng - Quảng Trị (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,2000,1139,https://drive.google.com/file/d/187hlt1_JW8zOL-BdFqDnAXchuXTruQKn/view?usp=sharing
2489,[Giáo án] - Giáo án điện tử Vật Lý 6 (PowerPoint).zip,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,99000,1138,https://drive.google.com/drive/folders/16NvD63HI765It2PJHUXJh-k_SowRZvnC?usp=sharing
2490,Giáo án Vật Lý 6 theo CV 5512.doc,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,99000,1137,https://drive.google.com/drive/folders/11VHLe5fiMGFmVQ2W6EQQDZJqdUniiC4T?usp=sharing
2491,[Giáo án] - Giáo án tinh giản 3280 môn Vật Lý 6.zip,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,50000,1136,https://drive.google.com/drive/folders/1cQwfDwi8tdCo8TJ3DFKOhc2RNuGiSMj4?usp=sharing
2492,[Giáo án] - Giáo án Vật Lý 6 theo phương pháp mới (ĐGNL).doc,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,30000,1135,https://drive.google.com/file/d/1LZ_XxfkHKFYVPeYZWStoz7tB8oFVfxy5/view?usp=sharing
2493,[Giáo án] - Giáo án Vật Lý lớp 6 chuẩn cả năm (Word).doc,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,30000,1134,https://drive.google.com/file/d/1KPw88p_HMrmJytCWmr_oooJWbjoscxsY/view?usp=sharing
2494,[Chuyên đề] - CĐ LÝ 6 - Soạn bởi nhóm giáo viên chuyên Sư Phạm.zip,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,199000,1123,https://drive.google.com/drive/folders/12-EXsCIfniVHFNlS8MGdlK99jysoEyj5?usp=sharing
2495,Đề thi HK1 năm 2019-2020 môn Sinh lớp 6 trường THCS Trịnh Hoài Đức - Đồng Nai (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,2000,798,https://drive.google.com/file/d/1FDoEvUmUJpTgiYTZDI6ZA64u6bPk6eD2/view?usp=sharing
2496,Đề thi HK1 năm 2019-2020 môn Sinh lớp 6 trường THCS Thái Bình - An Giang (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,2000,797,https://drive.google.com/file/d/1tpLQbmiaQv58II1do3OmKck7jAJTa0gK/view?usp=sharing
2497,Đề thi HK1 năm 2019-2020 môn Sinh lớp 6 trường THCS Ngũ Đoan - Thái Bình (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,2000,796,https://drive.google.com/file/d/1ENG5ZFI4z0k8fDnjNnkjoONfQ-hvsG-4/view?usp=sharing
2498,Đề thi HK1 năm 2019-2020 môn Sinh lớp 6 trường THCS Nam Hà - Hà Tĩnh (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,2000,795,https://drive.google.com/file/d/1vlPJ5hhbZvnSCIpiulGwyzj00hfuXlDV/view?usp=sharing
2499,Đề thi HK1 năm 2019-2020 môn Sinh lớp 6 trường THCS Hiền Ninh - Hà Nội (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,2000,794,https://drive.google.com/file/d/1MfgwZErY6FVKJ48ch61_gl6-9myOYjJZ/view?usp=sharing
2500,Đề thi HK1 năm 2019-2020 môn Sinh lớp 6 trường THCS Đông Xuân - Hà Nội (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,2000,793,https://drive.google.com/file/d/1DxXa0tK5uZ7OU-p8S_ci2SQvYP3r9FG3/view?usp=sharing
2501,Đề thi HK1 năm 2019-2020 môn Sinh lớp 6 trường THCS Châu Thành - An Giang (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,2000,792,https://drive.google.com/file/d/1w4p49OyvHXbbj29AiFbKDzhJqH8UItjO/view?usp=sharing
2502,Đề thi HK1 năm 2019-2020 môn Sinh lớp 6 trường THCS An Phú - An Giang (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,2000,791,https://drive.google.com/file/d/1onDAvQ9lMr1xwVENIcJR6FwsQ1mISehr/view?usp=sharing
2503,Đề thi HK1 năm 2019-2020 môn Sinh lớp 6 phòng GD_ĐT Tam Đảo - Vĩnh Phúc (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,2000,790,https://drive.google.com/file/d/14jSbhTX1jGJaZf4jStfwLkLGI4E17s4r/view?usp=sharing
2504,Đề thi HK1 năm 2019-2020 môn Sinh lớp 6 phòng GD_ĐT Hải Lăng (có lời giải chi tiết).doc,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,2000,789,https://drive.google.com/file/d/1EYYTGZ9Sohci1XwUSxpAPWoUPpSbzg1r/view?usp=sharing
2506,[Giáo án] - Giáo án tinh giản 3280 môn Sinh Học 6.zip,khoa-hoc-tu-nhien-6,khoa-hoc-tu-nhien,50000,787,https://drive.google.com/drive/folders/1vjohYfqcyj7BiW2W5y6SP0cYOj-0YVXE?usp=sharing
